#nmismatch	name1	strand1	start1	end1	name2	strand2	start2	end2
2	U00096.2	+	4552526	4552567	NODE_65_length_362_cov_2.158358	+	211	252
1	U00096.2	+	4612279	4612314	NODE_65_length_362_cov_2.158358	+	212	247
13	U00096.2	+	4612327	4612415	NODE_65_length_362_cov_2.158358	+	160	247
15	U00096.2	+	4612428	4612516	NODE_65_length_362_cov_2.158358	+	160	247
14	U00096.2	+	4612529	4612617	NODE_65_length_362_cov_2.158358	+	160	247
11	U00096.2	+	4626765	4626868	NODE_65_length_362_cov_2.158358	+	160	247
14	U00096.2	+	39150	39234	NODE_65_length_362_cov_2.158358	-	116	204
19	U00096.2	+	338976	339074	NODE_65_length_362_cov_2.158358	-	112	216
10	U00096.2	+	339072	339154	NODE_65_length_362_cov_2.158358	-	115	203
19	U00096.2	+	339166	339260	NODE_65_length_362_cov_2.158358	-	116	216
11	U00096.2	+	339258	339340	NODE_65_length_362_cov_2.158358	-	115	204
13	U00096.2	+	356703	356787	NODE_65_length_362_cov_2.158358	-	112	203
13	U00096.2	+	356903	356987	NODE_65_length_362_cov_2.158358	-	112	203
14	U00096.2	+	374153	374241	NODE_65_length_362_cov_2.158358	-	116	203
11	U00096.2	+	374254	374342	NODE_65_length_362_cov_2.158358	-	116	203
13	U00096.2	+	374355	374443	NODE_65_length_362_cov_2.158358	-	116	203
10	U00096.2	+	374456	374544	NODE_65_length_362_cov_2.158358	-	116	203
15	U00096.2	+	489178	489282	NODE_65_length_362_cov_2.158358	-	112	204
15	U00096.2	+	698643	698747	NODE_65_length_362_cov_2.158358	-	112	204
14	U00096.2	+	740176	740283	NODE_65_length_362_cov_2.158358	-	116	203
13	U00096.2	+	757674	757749	NODE_65_length_362_cov_2.158358	-	116	202
2	U00096.2	+	836849	836889	NODE_65_length_362_cov_2.158358	-	115	155
15	U00096.2	+	844849	844965	NODE_65_length_362_cov_2.158358	-	112	215
15	U00096.2	+	898914	899017	NODE_65_length_362_cov_2.158358	-	112	203
44	U00096.2	+	1380795	1380965	NODE_65_length_362_cov_2.158358	-	29	203
12	U00096.2	+	1532905	1532966	NODE_65_length_362_cov_2.158358	-	115	180
13	U00096.2	+	1814204	1814308	NODE_65_length_362_cov_2.158358	-	112	204
15	U00096.2	+	1952447	1952552	NODE_65_length_362_cov_2.158358	-	111	204
12	U00096.2	+	1999990	2000091	NODE_65_length_362_cov_2.158358	-	115	203
1	U00096.2	+	2131454	2131490	NODE_65_length_362_cov_2.158358	-	115	151
14	U00096.2	+	2175471	2175537	NODE_65_length_362_cov_2.158358	-	115	189
2	U00096.2	+	2234670	2234707	NODE_65_length_362_cov_2.158358	-	115	152
9	U00096.2	+	2314903	2315006	NODE_65_length_362_cov_2.158358	-	115	203
3	U00096.2	+	2315018	2315058	NODE_65_length_362_cov_2.158358	-	116	156
18	U00096.2	+	2345158	2345261	NODE_65_length_362_cov_2.158358	-	87	202
12	U00096.2	+	2345268	2345350	NODE_65_length_362_cov_2.158358	-	116	203
16	U00096.2	+	2428950	2429037	NODE_65_length_362_cov_2.158358	-	116	205
27	U00096.2	+	2441777	2441891	NODE_65_length_362_cov_2.158358	-	76	203
11	U00096.2	+	2536552	2536656	NODE_65_length_362_cov_2.158358	-	112	204
12	U00096.2	+	2660421	2660506	NODE_65_length_362_cov_2.158358	-	116	203
35	U00096.2	+	2660512	2660674	NODE_65_length_362_cov_2.158358	-	116	262
13	U00096.2	+	2840444	2840534	NODE_65_length_362_cov_2.158358	-	116	215
3	U00096.2	+	2915905	2915945	NODE_65_length_362_cov_2.158358	-	112	152
25	U00096.2	+	3068024	3068154	NODE_65_length_362_cov_2.158358	-	116	249
15	U00096.2	+	3201162	3201249	NODE_65_length_362_cov_2.158358	-	113	202
2	U00096.2	+	3201255	3201291	NODE_65_length_362_cov_2.158358	-	115	151
1	U00096.2	+	3214667	3214701	NODE_65_length_362_cov_2.158358	-	117	151
13	U00096.2	+	3253237	3253346	NODE_65_length_362_cov_2.158358	-	115	207
15	U00096.2	+	3328477	3328597	NODE_65_length_362_cov_2.158358	-	112	214
26	U00096.2	+	3390065	3390183	NODE_65_length_362_cov_2.158358	-	91	203
15	U00096.2	+	3390189	3390274	NODE_65_length_362_cov_2.158358	-	116	203
14	U00096.2	+	3390280	3390365	NODE_65_length_362_cov_2.158358	-	116	203
4	U00096.2	+	3390371	3390409	NODE_65_length_362_cov_2.158358	-	116	154
2	U00096.2	+	3502806	3502843	NODE_65_length_362_cov_2.158358	-	165	202
20	U00096.2	+	3545872	3545996	NODE_65_length_362_cov_2.158358	-	91	203
15	U00096.2	+	3590582	3590686	NODE_65_length_362_cov_2.158358	-	112	203
13	U00096.2	+	3637227	3637330	NODE_65_length_362_cov_2.158358	-	112	203
9	U00096.2	+	3672404	3672496	NODE_65_length_362_cov_2.158358	-	117	202
13	U00096.2	+	3703981	3704084	NODE_65_length_362_cov_2.158358	-	112	203
15	U00096.2	+	3752878	3752965	NODE_65_length_362_cov_2.158358	-	112	203
20	U00096.2	+	3875597	3875707	NODE_65_length_362_cov_2.158358	-	105	203
1	U00096.2	+	3960725	3960759	NODE_65_length_362_cov_2.158358	-	169	203
7	U00096.2	+	3982241	3982350	NODE_65_length_362_cov_2.158358	-	115	206
13	U00096.2	+	4078038	4078141	NODE_65_length_362_cov_2.158358	-	112	203
6	U00096.2	+	4101579	4101623	NODE_65_length_362_cov_2.158358	-	116	160
12	U00096.2	+	4125970	4126071	NODE_65_length_362_cov_2.158358	-	112	202
6	U00096.2	+	4146451	4146535	NODE_65_length_362_cov_2.158358	-	115	203
13	U00096.2	+	4151558	4151652	NODE_65_length_362_cov_2.158358	-	116	203
15	U00096.2	+	4323868	4323962	NODE_65_length_362_cov_2.158358	-	111	204
13	U00096.2	+	4323972	4324062	NODE_65_length_362_cov_2.158358	-	115	204
12	U00096.2	+	4324072	4324162	NODE_65_length_362_cov_2.158358	-	115	204
15	U00096.2	+	4324168	4324262	NODE_65_length_362_cov_2.158358	-	111	204
13	U00096.2	+	4324272	4324361	NODE_65_length_362_cov_2.158358	-	115	203
10	U00096.2	+	4372517	4372604	NODE_65_length_362_cov_2.158358	-	113	180
11	U00096.2	+	4407171	4407271	NODE_65_length_362_cov_2.158358	-	112	189
13	U00096.2	+	4468399	4468491	NODE_65_length_362_cov_2.158358	-	112	202
7	U00096.2	+	4547798	4547842	NODE_65_length_362_cov_2.158358	-	159	203
0	U00096.2	+	10163	10615	NODE_66_length_453_cov_2.923611	-	1	453
0	U00096.2	+	51424	52010	NODE_67_length_587_cov_2.323322	+	1	587
0	U00096.2	+	22791	23018	NODE_68_length_228_cov_1.830918	+	1	228
0	U00096.2	+	14419	15133	NODE_69_length_715_cov_2.910663	+	1	715
0	U00096.2	+	31040	31302	NODE_70_length_263_cov_1.537190	+	1	263
0	U00096.2	+	34092	34268	NODE_71_length_177_cov_1.012821	-	1	177
0	U00096.2	+	17116	17646	NODE_72_length_531_cov_1.976471	+	1	531
0	U00096.2	+	43821	44044	NODE_73_length_224_cov_1.886700	+	1	224
46	U00096.2	+	1779078	1779278	NODE_73_length_224_cov_1.886700	+	24	224
0	U00096.2	+	13749	14174	NODE_74_length_426_cov_1.928395	+	1	426
0	U00096.2	+	93842	94144	NODE_75_length_303_cov_1.539007	+	1	303
0	U00096.2	+	12483	12856	NODE_76_length_374_cov_2.252125	+	1	374
107	U00096.2	+	2656237	2656582	NODE_76_length_374_cov_2.252125	-	1	361
0	U00096.2	+	46321	46495	NODE_77_length_175_cov_2.142857	-	1	175
0	U00096.2	+	48531	48735	NODE_78_length_205_cov_2.538043	+	1	205
74	U00096.2	+	3477684	3477870	NODE_78_length_205_cov_2.538043	-	16	202
0	U00096.2	+	26057	26434	NODE_79_length_378_cov_1.694678	+	1	378
0	U00096.2	+	92233	92591	NODE_80_length_359_cov_1.668639	+	1	359
0	U00096.2	+	61790	62811	NODE_81_length_1022_cov_1.998002	+	1	1022
0	U00096.2	+	77598	77932	NODE_82_length_335_cov_1.990446	+	1	335
88	U00096.2	+	3835023	3835241	NODE_82_length_335_cov_1.990446	+	68	286
0	U00096.2	+	57016	57721	NODE_83_length_706_cov_1.643796	-	1	706
0	U00096.2	+	49639	49881	NODE_84_length_243_cov_1.756757	+	1	243
0	U00096.2	+	480	851	NODE_85_length_372_cov_2.008547	+	1	372
0	U00096.2	+	19144	19664	NODE_86_length_521_cov_2.686000	-	1	521
0	U00096.2	+	70258	70554	NODE_87_length_297_cov_2.221014	-	1	297
0	U00096.2	+	42336	42686	NODE_88_length_351_cov_1.675758	+	1	351
94	U00096.2	+	1777632	1777915	NODE_88_length_351_cov_1.675758	+	59	351
0	U00096.2	+	49287	49586	NODE_89_length_300_cov_1.415771	+	1	300
43	U00096.2	+	1775208	1775326	NODE_90_length_261_cov_2.470833	+	143	261
0	U00096.2	+	40280	40540	NODE_90_length_261_cov_2.470833	-	1	261
0	U00096.2	+	13163	13528	NODE_91_length_366_cov_3.101449	+	1	366
122	U00096.2	+	2655620	2655955	NODE_91_length_366_cov_3.101449	-	22	349
0	U00096.2	+	62800	63526	NODE_92_length_727_cov_2.313031	+	1	727
0	U00096.2	+	84148	84532	NODE_93_length_385_cov_1.733516	+	1	385
0	U00096.2	+	65966	66158	NODE_94_length_193_cov_1.837209	+	1	193
50	U00096.2	+	3748502	3748693	NODE_94_length_193_cov_1.837209	-	2	193
0	U00096.2	+	72332	72509	NODE_95_length_178_cov_1.974522	-	1	178
0	U00096.2	+	80554	80881	NODE_96_length_328_cov_1.778502	+	1	328
0	U00096.2	+	64209	64428	NODE_97_length_220_cov_1.718593	-	1	220
0	U00096.2	+	30116	30589	NODE_98_length_474_cov_1.481236	+	1	474
0	U00096.2	+	73156	73354	NODE_99_length_199_cov_2.033708	-	1	199
0	U00096.2	+	71845	72054	NODE_100_length_210_cov_1.619048	+	1	210
0	U00096.2	+	60502	60742	NODE_101_length_241_cov_1.531818	+	1	241
123	U00096.2	+	3850319	3850648	NODE_102_length_343_cov_2.186335	+	1	330
0	U00096.2	+	85749	86091	NODE_102_length_343_cov_2.186335	-	1	343
124	U00096.2	+	3948691	3948988	NODE_102_length_343_cov_2.186335	-	2	299
0	U00096.2	+	28544	28950	NODE_103_length_407_cov_1.544041	-	1	407
0	U00096.2	+	9195	9424	NODE_104_length_230_cov_1.899522	+	1	230
0	U00096.2	+	79881	80364	NODE_105_length_484_cov_1.747300	+	1	484
0	U00096.2	+	79502	79848	NODE_106_length_347_cov_2.211656	-	1	347
0	U00096.2	+	58651	59005	NODE_107_length_355_cov_1.892216	+	1	355
0	U00096.2	+	29698	30069	NODE_108_length_372_cov_1.931624	-	1	372
0	U00096.2	+	36835	37100	NODE_109_length_266_cov_1.897959	+	1	266
0	U00096.2	+	87136	87667	NODE_110_length_532_cov_1.890411	-	1	532
0	U00096.2	+	40521	40720	NODE_111_length_200_cov_1.268156	+	1	200
0	U00096.2	+	54238	54476	NODE_112_length_239_cov_1.426606	-	1	239
0	U00096.2	+	34297	34555	NODE_113_length_259_cov_2.193277	-	1	259
0	U00096.2	+	32281	32678	NODE_114_length_398_cov_1.458886	+	1	398
0	U00096.2	+	82495	82821	NODE_115_length_327_cov_1.264706	-	1	327
0	U00096.2	+	50966	51337	NODE_116_length_372_cov_1.766382	-	1	372
0	U00096.2	+	42764	43025	NODE_117_length_262_cov_1.265560	+	1	262
74	U00096.2	+	1777993	1778236	NODE_117_length_262_cov_1.265560	+	1	247
0	U00096.2	+	48127	48513	NODE_118_length_387_cov_2.243169	+	1	387
107	U00096.2	+	3477891	3478263	NODE_118_length_387_cov_2.243169	-	1	382
0	U00096.2	+	44349	44628	NODE_119_length_280_cov_1.366795	+	1	280
109	U00096.2	+	1779590	1779867	NODE_119_length_280_cov_1.366795	+	3	280
0	U00096.2	+	97495	97790	NODE_120_length_296_cov_2.629091	+	1	296
0	U00096.2	+	89998	90263	NODE_121_length_266_cov_2.253061	-	1	266
0	U00096.2	+	65542	65752	NODE_122_length_211_cov_1.552632	-	1	211
0	U00096.2	+	41387	41665	NODE_123_length_279_cov_1.484496	+	1	279
0	U00096.2	+	26841	27044	NODE_124_length_204_cov_1.196721	+	1	204
0	U00096.2	+	85023	85386	NODE_125_length_364_cov_2.434402	+	1	364
0	U00096.2	+	18414	18997	NODE_126_length_584_cov_2.525755	+	1	584
0	U00096.2	+	90811	91017	NODE_127_length_207_cov_1.026882	-	1	207
0	U00096.2	+	46027	46318	NODE_128_length_292_cov_1.900369	+	1	292
0	U00096.2	+	13518	13752	NODE_129_length_235_cov_1.943925	-	1	235
0	U00096.2	+	28080	28372	NODE_130_length_293_cov_2.003676	-	1	293
0	U00096.2	+	66145	66627	NODE_131_length_483_cov_2.114719	+	1	483
1	U00096.2	+	66649	66712	NODE_131_length_483_cov_2.114719	+	420	483
2	U00096.2	+	66734	66797	NODE_131_length_483_cov_2.114719	+	420	483
114	U00096.2	+	3748081	3748508	NODE_131_length_483_cov_2.114719	-	51	477
134	U00096.2	+	4421697	4422122	NODE_131_length_483_cov_2.114719	-	50	483
0	U00096.2	+	95704	95921	NODE_132_length_218_cov_1.522843	-	1	218
0	U00096.2	+	58113	58449	NODE_133_length_337_cov_2.243671	+	1	337
5	U00096.2	+	4532752	4532811	NODE_133_length_337_cov_2.243671	+	66	125
0	U00096.2	+	76388	76644	NODE_134_length_257_cov_1.673729	+	1	257
0	U00096.2	+	54557	54891	NODE_135_length_335_cov_2.910828	-	1	335
0	U00096.2	+	88623	89705	NODE_136_length_1083_cov_2.616761	-	1	1083
0	U00096.2	+	86537	86813	NODE_137_length_277_cov_1.851562	+	1	277
0	U00096.2	+	46477	46705	NODE_138_length_229_cov_1.942308	+	1	229
0	U00096.2	+	96691	96889	NODE_139_length_199_cov_2.550562	-	1	199
0	U00096.2	+	289	471	NODE_140_length_183_cov_2.820988	+	1	183
0	U00096.2	+	23871	24272	NODE_141_length_402_cov_2.139108	-	1	402
0	U00096.2	+	84809	85009	NODE_142_length_201_cov_1.755556	+	1	201
0	U00096.2	+	5871	6064	NODE_143_length_194_cov_1.826590	+	1	194
