#nmismatch	name1	strand1	start1	end1	name2	strand2	start2	end2
258	U00096.2	+	2262217	2262910	NODE_100_length_718_cov_3.414599	+	22	718
283	U00096.2	+	3835306	3836003	NODE_100_length_718_cov_3.414599	+	23	717
0	U00096.2	+	10755	11300	NODE_101_length_546_cov_2.054581	-	1	546
0	U00096.2	+	24420	25375	NODE_102_length_956_cov_1.564464	-	1	956
0	U00096.2	+	41139	41402	NODE_103_length_264_cov_3.229437	+	1	264
0	U00096.2	+	40521	40720	NODE_104_length_200_cov_1.071856	+	1	200
0	U00096.2	+	59006	59346	NODE_105_length_341_cov_1.665584	+	1	341
41	U00096.2	+	59028	59250	NODE_105_length_341_cov_1.665584	+	40	260
85	U00096.2	+	59029	59276	NODE_105_length_341_cov_1.665584	+	55	296
44	U00096.2	+	59045	59265	NODE_105_length_341_cov_1.665584	+	23	245
85	U00096.2	+	59060	59301	NODE_105_length_341_cov_1.665584	+	24	271
0	U00096.2	+	3561	3805	NODE_106_length_245_cov_1.273585	-	1	245
0	U00096.2	+	62800	63526	NODE_107_length_727_cov_1.955331	+	1	727
0	U00096.2	+	68723	69011	NODE_108_length_289_cov_1.265625	-	1	289
0	U00096.2	+	46027	46318	NODE_109_length_292_cov_1.617761	+	1	292
0	U00096.2	+	65542	65752	NODE_110_length_211_cov_1.387640	-	1	211
0	U00096.2	+	69908	70262	NODE_111_length_355_cov_1.854037	-	1	355
0	U00096.2	+	89998	90263	NODE_112_length_266_cov_2.008584	-	1	266
0	U00096.2	+	26057	26434	NODE_113_length_378_cov_1.475362	+	1	378
0	U00096.2	+	9532	9740	NODE_114_length_209_cov_1.522727	+	1	209
0	U00096.2	+	31579	31839	NODE_115_length_261_cov_2.000000	-	1	261
0	U00096.2	+	21518	21925	NODE_116_length_408_cov_2.464000	+	1	408
0	U00096.2	+	73156	73354	NODE_117_length_199_cov_1.819277	-	1	199
0	U00096.2	+	93040	93237	NODE_118_length_198_cov_2.012121	+	1	198
0	U00096.2	+	61790	62811	NODE_119_length_1022_cov_1.682508	+	1	1022
0	U00096.2	+	79502	79848	NODE_120_length_347_cov_1.914013	-	1	347
0	U00096.2	+	67082	67312	NODE_121_length_231_cov_2.883838	-	1	231
0	U00096.2	+	96691	96889	NODE_122_length_199_cov_2.301205	-	1	199
0	U00096.2	+	88623	89705	NODE_123_length_1083_cov_2.212381	-	1	1083
0	U00096.2	+	5871	6064	NODE_124_length_194_cov_1.664596	+	1	194
0	U00096.2	+	22791	23018	NODE_125_length_228_cov_1.574359	+	1	228
0	U00096.2	+	23871	24272	NODE_126_length_402_cov_1.850949	-	1	402
0	U00096.2	+	50382	50665	NODE_127_length_284_cov_1.314741	-	1	284
0	U00096.2	+	81814	82115	NODE_128_length_302_cov_1.338290	-	1	302
0	U00096.2	+	68274	68726	NODE_129_length_453_cov_2.580952	+	1	453
0	U00096.2	+	32995	33281	NODE_130_length_287_cov_1.535433	+	1	287
0	U00096.2	+	71845	72054	NODE_131_length_210_cov_1.389831	+	1	210
0	U00096.2	+	12483	12856	NODE_132_length_374_cov_1.944282	+	1	374
107	U00096.2	+	2656237	2656582	NODE_132_length_374_cov_1.944282	-	1	361
0	U00096.2	+	34297	34555	NODE_133_length_259_cov_1.938053	-	1	259
0	U00096.2	+	84809	85009	NODE_134_length_201_cov_1.595238	+	1	201
