#nmismatch	name1	strand1	start1	end1	name2	strand2	start2	end2
3	U00096.2	+	374153	374190	NODE_90_length_276_cov_2.361991	+	196	233
3	U00096.2	+	374254	374291	NODE_90_length_276_cov_2.361991	+	196	233
1	U00096.2	+	374355	374389	NODE_90_length_276_cov_2.361991	+	196	230
18	U00096.2	+	489177	489262	NODE_90_length_276_cov_2.361991	+	191	276
10	U00096.2	+	698642	698727	NODE_90_length_276_cov_2.361991	+	191	276
11	U00096.2	+	740175	740256	NODE_90_length_276_cov_2.361991	+	195	276
4	U00096.2	+	757666	757710	NODE_90_length_276_cov_2.361991	+	188	232
15	U00096.2	+	769892	769972	NODE_90_length_276_cov_2.361991	+	191	271
15	U00096.2	+	844853	844934	NODE_90_length_276_cov_2.361991	+	196	276
14	U00096.2	+	898913	898998	NODE_90_length_276_cov_2.361991	+	191	276
16	U00096.2	+	983578	983663	NODE_90_length_276_cov_2.361991	+	191	276
11	U00096.2	+	1814203	1814288	NODE_90_length_276_cov_2.361991	+	191	276
17	U00096.2	+	1821349	1821433	NODE_90_length_276_cov_2.361991	+	191	275
18	U00096.2	+	1952438	1952532	NODE_90_length_276_cov_2.361991	+	182	276
9	U00096.2	+	1999991	2000072	NODE_90_length_276_cov_2.361991	+	196	276
4	U00096.2	+	2217646	2217685	NODE_90_length_276_cov_2.361991	+	196	235
13	U00096.2	+	2234556	2234632	NODE_90_length_276_cov_2.361991	+	197	276
4	U00096.2	+	2234671	2234719	NODE_90_length_276_cov_2.361991	+	196	244
21	U00096.2	+	2314893	2314980	NODE_90_length_276_cov_2.361991	+	185	276
6	U00096.2	+	2315007	2315055	NODE_90_length_276_cov_2.361991	+	185	233
2	U00096.2	+	2345180	2345215	NODE_90_length_276_cov_2.361991	+	195	230
6	U00096.2	+	2441800	2441844	NODE_90_length_276_cov_2.361991	+	186	230
13	U00096.2	+	2536551	2536636	NODE_90_length_276_cov_2.361991	+	191	276
9	U00096.2	+	2840441	2840506	NODE_90_length_276_cov_2.361991	+	193	250
17	U00096.2	+	2915904	2915988	NODE_90_length_276_cov_2.361991	+	191	276
20	U00096.2	+	3010473	3010558	NODE_90_length_276_cov_2.361991	+	191	276
9	U00096.2	+	3068023	3068104	NODE_90_length_276_cov_2.361991	+	195	276
9	U00096.2	+	3099713	3099762	NODE_90_length_276_cov_2.361991	+	192	241
16	U00096.2	+	3148723	3148812	NODE_90_length_276_cov_2.361991	+	188	276
2	U00096.2	+	3214662	3214700	NODE_90_length_276_cov_2.361991	+	192	230
25	U00096.2	+	3250077	3250166	NODE_90_length_276_cov_2.361991	+	187	276
20	U00096.2	+	3253238	3253315	NODE_90_length_276_cov_2.361991	+	196	275
15	U00096.2	+	3328476	3328561	NODE_90_length_276_cov_2.361991	+	191	276
19	U00096.2	+	3523494	3523579	NODE_90_length_276_cov_2.361991	+	191	276
11	U00096.2	+	3590585	3590667	NODE_90_length_276_cov_2.361991	+	195	276
10	U00096.2	+	3637226	3637311	NODE_90_length_276_cov_2.361991	+	191	276
10	U00096.2	+	3703980	3704065	NODE_90_length_276_cov_2.361991	+	191	276
9	U00096.2	+	3875608	3875688	NODE_90_length_276_cov_2.361991	+	196	276
19	U00096.2	+	3982229	3982321	NODE_90_length_276_cov_2.361991	+	184	276
16	U00096.2	+	4078037	4078122	NODE_90_length_276_cov_2.361991	+	191	276
51	U00096.2	+	4101433	4101619	NODE_90_length_276_cov_2.361991	+	62	236
16	U00096.2	+	4125962	4126053	NODE_90_length_276_cov_2.361991	+	184	276
9	U00096.2	+	4135809	4135891	NODE_90_length_276_cov_2.361991	+	194	276
8	U00096.2	+	4151422	4151470	NODE_90_length_276_cov_2.361991	+	183	231
8	U00096.2	+	4151545	4151592	NODE_90_length_276_cov_2.361991	+	183	230
13	U00096.2	+	4264905	4264969	NODE_90_length_276_cov_2.361991	+	191	255
12	U00096.2	+	4407170	4407255	NODE_90_length_276_cov_2.361991	+	191	276
13	U00096.2	+	4631148	4631215	NODE_90_length_276_cov_2.361991	+	187	254
0	U00096.2	+	5590	5865	NODE_90_length_276_cov_2.361991	-	1	276
13	U00096.2	+	111502	111582	NODE_90_length_276_cov_2.361991	-	1	83
14	U00096.2	+	138717	138802	NODE_90_length_276_cov_2.361991	-	1	86
11	U00096.2	+	216023	216092	NODE_90_length_276_cov_2.361991	-	16	84
5	U00096.2	+	247450	247492	NODE_90_length_276_cov_2.361991	-	39	81
2	U00096.2	+	376611	376646	NODE_90_length_276_cov_2.361991	-	46	81
1	U00096.2	+	376711	376746	NODE_90_length_276_cov_2.361991	-	46	81
16	U00096.2	+	410355	410433	NODE_90_length_276_cov_2.361991	-	47	119
12	U00096.2	+	430210	430295	NODE_90_length_276_cov_2.361991	-	1	86
4	U00096.2	+	500665	500704	NODE_90_length_276_cov_2.361991	-	44	83
3	U00096.2	+	507802	507841	NODE_90_length_276_cov_2.361991	-	43	82
2	U00096.2	+	507907	507942	NODE_90_length_276_cov_2.361991	-	47	82
11	U00096.2	+	609358	609443	NODE_90_length_276_cov_2.361991	-	1	86
3	U00096.2	+	631332	631374	NODE_90_length_276_cov_2.361991	-	41	83
8	U00096.2	+	707078	707158	NODE_90_length_276_cov_2.361991	-	1	81
18	U00096.2	+	714505	714597	NODE_90_length_276_cov_2.361991	-	1	93
12	U00096.2	+	814826	814910	NODE_90_length_276_cov_2.361991	-	1	86
5	U00096.2	+	831530	831612	NODE_90_length_276_cov_2.361991	-	1	83
13	U00096.2	+	856857	856942	NODE_90_length_276_cov_2.361991	-	1	86
14	U00096.2	+	1067595	1067680	NODE_90_length_276_cov_2.361991	-	1	86
23	U00096.2	+	1080289	1080369	NODE_90_length_276_cov_2.361991	-	1	81
2	U00096.2	+	1083953	1083990	NODE_90_length_276_cov_2.361991	-	43	80
14	U00096.2	+	1112658	1112738	NODE_90_length_276_cov_2.361991	-	1	81
10	U00096.2	+	1133847	1133907	NODE_90_length_276_cov_2.361991	-	21	81
14	U00096.2	+	1689467	1689547	NODE_90_length_276_cov_2.361991	-	1	82
4	U00096.2	+	2116545	2116587	NODE_90_length_276_cov_2.361991	-	47	89
4	U00096.2	+	2280905	2280945	NODE_90_length_276_cov_2.361991	-	43	83
15	U00096.2	+	2289241	2289327	NODE_90_length_276_cov_2.361991	-	1	87
13	U00096.2	+	2547506	2547587	NODE_90_length_276_cov_2.361991	-	1	82
15	U00096.2	+	2653010	2653090	NODE_90_length_276_cov_2.361991	-	1	82
18	U00096.2	+	2682157	2682249	NODE_90_length_276_cov_2.361991	-	1	93
10	U00096.2	+	2712323	2712404	NODE_90_length_276_cov_2.361991	-	1	82
13	U00096.2	+	2833129	2833191	NODE_90_length_276_cov_2.361991	-	39	100
14	U00096.2	+	2943936	2944032	NODE_90_length_276_cov_2.361991	-	1	96
16	U00096.2	+	3080825	3080893	NODE_90_length_276_cov_2.361991	-	47	114
6	U00096.2	+	3267762	3267843	NODE_90_length_276_cov_2.361991	-	1	82
11	U00096.2	+	3510551	3510628	NODE_90_length_276_cov_2.361991	-	1	86
13	U00096.2	+	3561623	3561708	NODE_90_length_276_cov_2.361991	-	1	86
19	U00096.2	+	3596438	3596520	NODE_90_length_276_cov_2.361991	-	1	82
11	U00096.2	+	3674162	3674246	NODE_90_length_276_cov_2.361991	-	1	86
13	U00096.2	+	3739005	3739090	NODE_90_length_276_cov_2.361991	-	1	86
20	U00096.2	+	3772277	3772361	NODE_90_length_276_cov_2.361991	-	1	84
11	U00096.2	+	3775070	3775121	NODE_90_length_276_cov_2.361991	-	30	81
10	U00096.2	+	4051530	4051588	NODE_90_length_276_cov_2.361991	-	23	82
9	U00096.2	+	4106612	4106697	NODE_90_length_276_cov_2.361991	-	1	86
5	U00096.2	+	4216458	4216502	NODE_90_length_276_cov_2.361991	-	46	90
1	U00096.2	+	4233443	4233478	NODE_90_length_276_cov_2.361991	-	46	81
9	U00096.2	+	4243180	4243243	NODE_90_length_276_cov_2.361991	-	27	83
2	U00096.2	+	4247434	4247470	NODE_90_length_276_cov_2.361991	-	46	82
18	U00096.2	+	4251974	4252054	NODE_90_length_276_cov_2.361991	-	2	81
5	U00096.2	+	4283324	4283367	NODE_90_length_276_cov_2.361991	-	46	89
23	U00096.2	+	4293884	4293991	NODE_90_length_276_cov_2.361991	-	1	100
28	U00096.2	+	4293997	4294098	NODE_90_length_276_cov_2.361991	-	1	101
23	U00096.2	+	4294110	4294217	NODE_90_length_276_cov_2.361991	-	1	100
23	U00096.2	+	4294223	4294330	NODE_90_length_276_cov_2.361991	-	1	100
6	U00096.2	+	4315983	4316029	NODE_90_length_276_cov_2.361991	-	41	87
14	U00096.2	+	4342856	4342938	NODE_90_length_276_cov_2.361991	-	1	86
19	U00096.2	+	4371238	4371320	NODE_90_length_276_cov_2.361991	-	1	82
4	U00096.2	+	4413979	4414018	NODE_90_length_276_cov_2.361991	-	45	84
18	U00096.2	+	4439434	4439519	NODE_90_length_276_cov_2.361991	-	1	86
1	U00096.2	+	4455208	4455244	NODE_90_length_276_cov_2.361991	-	47	83
4	U00096.2	+	4458487	4458528	NODE_90_length_276_cov_2.361991	-	46	87
17	U00096.2	+	4482405	4482489	NODE_90_length_276_cov_2.361991	-	46	127
4	U00096.2	+	4552526	4552587	NODE_90_length_276_cov_2.361991	-	45	99
3	U00096.2	+	4604635	4604673	NODE_90_length_276_cov_2.361991	-	43	81
15	U00096.2	+	4612280	4612347	NODE_90_length_276_cov_2.361991	-	47	111
16	U00096.2	+	4612381	4612458	NODE_90_length_276_cov_2.361991	-	47	119
16	U00096.2	+	4612482	4612559	NODE_90_length_276_cov_2.361991	-	47	119
10	U00096.2	+	4626792	4626870	NODE_90_length_276_cov_2.361991	-	1	83
0	U00096.2	+	46968	47242	NODE_91_length_275_cov_1.609091	+	1	275
0	U00096.2	+	38693	38964	NODE_92_length_272_cov_1.023041	+	1	272
0	U00096.2	+	1570	1840	NODE_93_length_271_cov_0.833333	-	1	271
0	U00096.2	+	2109	2379	NODE_94_length_271_cov_0.652778	+	1	271
101	U00096.2	+	4129627	4129881	NODE_94_length_271_cov_0.652778	+	15	270
0	U00096.2	+	89998	90263	NODE_95_length_266_cov_1.488152	-	1	266
0	U00096.2	+	36835	37100	NODE_96_length_266_cov_1.236967	+	1	266
0	U00096.2	+	41139	41402	NODE_97_length_264_cov_2.229665	+	1	264
0	U00096.2	+	31040	31302	NODE_98_length_263_cov_0.918269	+	1	263
0	U00096.2	+	75720	75981	NODE_99_length_262_cov_1.642512	+	1	262
0	U00096.2	+	42764	43025	NODE_100_length_262_cov_0.816425	+	1	262
74	U00096.2	+	1777993	1778236	NODE_100_length_262_cov_0.816425	+	1	247
0	U00096.2	+	31579	31839	NODE_101_length_261_cov_1.466019	-	1	261
0	U00096.2	+	2793	3051	NODE_102_length_259_cov_1.382353	-	1	259
0	U00096.2	+	76388	76644	NODE_103_length_257_cov_1.113861	+	1	257
0	U00096.2	+	2418	2667	NODE_104_length_250_cov_0.805128	-	1	250
0	U00096.2	+	7170	7417	NODE_105_length_248_cov_1.362694	-	1	248
0	U00096.2	+	3561	3805	NODE_106_length_245_cov_0.810526	-	1	245
0	U00096.2	+	49639	49881	NODE_107_length_243_cov_1.170213	+	1	243
0	U00096.2	+	86104	86345	NODE_108_length_242_cov_1.053476	+	1	242
0	U00096.2	+	60502	60742	NODE_109_length_241_cov_0.903226	+	1	241
0	U00096.2	+	54238	54476	NODE_110_length_239_cov_0.951087	-	1	239
0	U00096.2	+	13518	13752	NODE_111_length_235_cov_1.216667	-	1	235
0	U00096.2	+	34838	35072	NODE_112_length_235_cov_0.905556	+	1	235
0	U00096.2	+	67082	67312	NODE_113_length_231_cov_2.119318	-	1	231
0	U00096.2	+	46477	46705	NODE_114_length_229_cov_1.183908	+	1	229
0	U00096.2	+	22791	23018	NODE_115_length_228_cov_1.011561	+	1	228
0	U00096.2	+	59343	59569	NODE_116_length_227_cov_1.197674	+	1	227
0	U00096.2	+	95941	96164	NODE_117_length_224_cov_1.331361	+	1	224
0	U00096.2	+	43821	44044	NODE_118_length_224_cov_1.260355	+	1	224
46	U00096.2	+	1779078	1779278	NODE_118_length_224_cov_1.260355	+	24	224
0	U00096.2	+	95417	95640	NODE_119_length_224_cov_1.201183	-	1	224
0	U00096.2	+	64209	64428	NODE_120_length_220_cov_0.878788	-	1	220
0	U00096.2	+	6755	6973	NODE_121_length_219_cov_0.823171	-	1	219
0	U00096.2	+	95704	95921	NODE_122_length_218_cov_1.006135	-	1	218
0	U00096.2	+	38192	38406	NODE_123_length_215_cov_0.812500	+	1	215
0	U00096.2	+	65542	65752	NODE_124_length_211_cov_1.019231	-	1	211
0	U00096.2	+	81025	81235	NODE_125_length_211_cov_0.865385	+	1	211
0	U00096.2	+	71845	72054	NODE_126_length_210_cov_0.909677	+	1	210
0	U00096.2	+	60725	60933	NODE_127_length_209_cov_0.870130	+	1	209
0	U00096.2	+	90811	91017	NODE_128_length_207_cov_0.585526	-	1	207
